"name","type","address","zip_code","state_ab","city","zip_code-2","lst","lon","mean","median","stdev","sum_w"
"The Cove on Castro Cafe","tradamerican","434 Castro St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
"Kitchen Istanbul","greek","349 Clement St","94118","CA","San Francisco","94118","37.7843303","-122.4683869",75731,63551,64992,"314.086381"
"Pizza Zone N Grill","pizza","178 Valencia St","94103","CA","San Francisco","94103","37.7794424","-122.4107252",55829,17195,72540,"364.9354786"
"Carmelina's Taqueria","mexican","500 Parnassus Ave","94143",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Subway","sandwiches","500 Parnassus Ave","94143",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Noah's NY Bagels","bagels","2075 Chestnut St","94123","CA","San Francisco","94123","37.8022683","-122.4391509",122229,110331,74461,"498.8967394"
"Harvey's","tradamerican","500 Castro St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
"The Sausage Factory","italian","517 Castro St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
"Brazen Head","steak","3166 Buchanan St","94123","CA","San Francisco","94123","37.8022683","-122.4391509",122229,110331,74461,"498.8967394"
"House of Prime Rib","tradamerican","1906 Van Ness Ave","94109","CA","San Francisco","94109","37.798037","-122.4205599",120686,105824,84510,"439.5722336"
"Church Street Cafe","coffee","260 Church St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
"Bi-Rite Creamery","icecream","3692 18th St","94110","CA","San Francisco","94110","37.7518211","-122.4184134",60022,38568,58147,"496.186648"
"Baiano Pizzeria","pizza","1330 9th Ave","94122","CA","San Francisco","94122","37.7569413","-122.4692285",111969,109102,73323,"224.0503254"
"El Toro Taqueria","mexican","598 Valencia St","94110","CA","San Francisco","94110","37.7518211","-122.4184134",60022,38568,58147,"496.186648"
"Royal Ground Coffee","coffee","3101 Geary Blvd","94118","CA","San Francisco","94118","37.7843303","-122.4683869",75731,63551,64992,"314.086381"
"Yumma's Mediterranean Grill","greek","721 Irving St","94122","CA","San Francisco","94122","37.7569413","-122.4692285",111969,109102,73323,"224.0503254"
"Pork Store Cafe","breakfast_brunch","3122 16th St","94103","CA","San Francisco","94103","37.7794424","-122.4107252",55829,17195,72540,"364.9354786"
"La Tortilla","mexican","495 Castro St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
"CyBelle's Front Room","pizza","1385 9th Ave","94122","CA","San Francisco","94122","37.7569413","-122.4692285",111969,109102,73323,"224.0503254"
"Twirl and Dip","icecream","335 Martin Luther King Jr Dr","94118","CA","San Francisco","94118","37.7843303","-122.4683869",75731,63551,64992,"314.086381"
"Outerlands","breakfast_brunch","4001 Judah St","94122","CA","San Francisco","94122","37.7569413","-122.4692285",111969,109102,73323,"224.0503254"
"San Francisco's Hometown Creamery","icecream","1290 9th Ave","94122","CA","San Francisco","94122","37.7569413","-122.4692285",111969,109102,73323,"224.0503254"
"Pacific Catch","seafood","1200 9th Ave","94122","CA","San Francisco","94122","37.7569413","-122.4692285",111969,109102,73323,"224.0503254"
"Peasant Pies Café & Catering","desserts","1039 Irving St","94122","CA","San Francisco","94122","37.7569413","-122.4692285",111969,109102,73323,"224.0503254"
"Dolores Park Cafe","breakfast_brunch","501 Dolores St","94110","CA","San Francisco","94110","37.7518211","-122.4184134",60022,38568,58147,"496.186648"
"West of Pecos","tradamerican","550 Valencia St","94110","CA","San Francisco","94110","37.7518211","-122.4184134",60022,38568,58147,"496.186648"
"Beach Chalet Brewery and Restaurant","breweries","1000 Great Hwy","94121","CA","San Francisco","94121","37.7880433","-122.4885865",140696,131522,86724,"139.1877373"
"Cup & Cake Cafe","coffee","3500 Geary Blvd","94118","CA","San Francisco","94118","37.7843303","-122.4683869",75731,63551,64992,"314.086381"
"Damn Fine","pizza","3410 Judah St","94122","CA","San Francisco","94122","37.7569413","-122.4692285",111969,109102,73323,"224.0503254"
"Mercury Cafe","coffee","201 Octavia Blvd","94102","CA","San Francisco","94102","37.7870223","-122.412097",35063,21830,34530,"596.3552798"
"Big City Chefs","personalchefs","221 24th Ave","94121","CA","San Francisco","94121","37.7880433","-122.4885865",140696,131522,86724,"139.1877373"
"Indian Oven","catering","233 Fillmore St","94117","CA","San Francisco","94117","37.7741958","-122.4477883",127804,300000,78645,"180.6221435"
"Bai Som Thai Kitchen","thai","2121 Clement St","94121","CA","San Francisco","94121","37.7880433","-122.4885865",140696,131522,86724,"139.1877373"
"Palio Caffe - UCSF","delis","500 Parnassus Ave","94122","CA","San Francisco","94122","37.7569413","-122.4692285",111969,109102,73323,"224.0503254"
"Kamekyo","sushi","943 Cole St","94117","CA","San Francisco","94117","37.7741958","-122.4477883",127804,300000,78645,"180.6221435"
"Sunset Reservoir Brewing Company","tradamerican","1735 Noriega St","94122","CA","San Francisco","94122","37.7569413","-122.4692285",111969,109102,73323,"224.0503254"
"SF Hole in the Wall Catering","catering","1827 Irving St","94122","CA","San Francisco","94122","37.7569413","-122.4692285",111969,109102,73323,"224.0503254"
"Nopalito","mexican","306 Broderick St","94117","CA","San Francisco","94117","37.7741958","-122.4477883",127804,300000,78645,"180.6221435"
"Bacon Bacon Cafe - San Francisco","breakfast_brunch","205 A Frederick St","94117","CA","San Francisco","94117","37.7741958","-122.4477883",127804,300000,78645,"180.6221435"
"Eats","tradamerican","50 Clement St","94118","CA","San Francisco","94118","37.7843303","-122.4683869",75731,63551,64992,"314.086381"
"VeganBurg","vegan","1466 Haight St","94117","CA","San Francisco","94117","37.7741958","-122.4477883",127804,300000,78645,"180.6221435"
"Ty Sandwich","sandwiches","4829 Mission St","94112","CA","San Francisco","94112","37.7280629","-122.4372594",103187,83574,84934,"156.6236581"
"Pizzetta 211","pizza","211 23rd Ave","94121","CA","San Francisco","94121","37.7880433","-122.4885865",140696,131522,86724,"139.1877373"
"Lou's Cafe","coffee","5017 Geary Blvd","94118","CA","San Francisco","94118","37.7843303","-122.4683869",75731,63551,64992,"314.086381"
"Buffalo Burger Restaurant","burgers","5317 Geary Blvd","94121","CA","San Francisco","94121","37.7880433","-122.4885865",140696,131522,86724,"139.1877373"
"Ike's Love & Sandwiches","sandwiches","901 Polk St","94109","CA","San Francisco","94109","37.798037","-122.4205599",120686,105824,84510,"439.5722336"
"Don Chuys Mexi-Mercado","delis","544 Excelsior Ave","94112","CA","San Francisco","94112","37.7280629","-122.4372594",103187,83574,84934,"156.6236581"
"Spruce","tradamerican","3640 Sacramento St","94118","CA","San Francisco","94118","37.7843303","-122.4683869",75731,63551,64992,"314.086381"
"Pizza Zone N Grill","pizza","178 Valencia St","94103","CA","San Francisco","94103","37.7794424","-122.4107252",55829,17195,72540,"364.9354786"
"4505 Burgers & BBQ - San Francisco","bbq","705 Divisadero St","94117","CA","San Francisco","94117","37.7741958","-122.4477883",127804,300000,78645,"180.6221435"
"Taco Bell","hotdogs","4150 Geary Boulevard","94118","CA","San Francisco","94118","37.7843303","-122.4683869",75731,63551,64992,"314.086381"
"Left Wing","korean","3995 Alemany Blvd","94132","CA","San Francisco","94132","37.7133961","-122.4670977",84239,67378,65291,"426.5749319"
"Super Duper Burgers","burgers","3401 California St","94118","CA","San Francisco","94118","37.7843303","-122.4683869",75731,63551,64992,"314.086381"
"Double Decker","chicken_wings","2956 24th St","94110","CA","San Francisco","94110","37.7518211","-122.4184134",60022,38568,58147,"496.186648"
"Gordo Taqueria","mexican","2252 Clement St","94121","CA","San Francisco","94121","37.7880433","-122.4885865",140696,131522,86724,"139.1877373"
"Gyro Xpress","mediterranean","499 Castro St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
"NOVY Restaurant","mediterranean","4000 24th St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
"Taqueria San Francisco","mexican","2794 24th St","94110","CA","San Francisco","94110","37.7518211","-122.4184134",60022,38568,58147,"496.186648"
"Double Decker","burgers","465 Grove St","94102","CA","San Francisco","94102","37.7870223","-122.412097",35063,21830,34530,"596.3552798"
"Big Mouth Burgers","burgers","3392 24th St","94110","CA","San Francisco","94110","37.7518211","-122.4184134",60022,38568,58147,"496.186648"
"Goat Hill Pizza","pizza","170 W Portal Ave","94127","CA","San Francisco","94127","37.7391909","-122.4678657",134649,300000,75047,"81.16144117"
"Broaster Chicken","soulfood","243 Westlake Ctr","94015","CA","Colma","94015","37.7001141","-122.480253",80059,300000,66198,"211.5909522"
"Tempest","tradamerican","431 Natoma St","94103","CA","San Francisco","94103","37.7794424","-122.4107252",55829,17195,72540,"364.9354786"
"McDonald's","hotdogs","1100 Fillmore St","94102","CA","San Francisco","94102","37.7870223","-122.412097",35063,21830,34530,"596.3552798"
"Chomp N' Swig","sandwiches","5203 Geary Blvd","94118","CA","San Francisco","94118","37.7843303","-122.4683869",75731,63551,64992,"314.086381"
"The Grove Yerba Buena","sandwiches","690 Mission St","94105",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Geneva Steakhouse","steak","5130 Mission St","94112","CA","San Francisco","94112","37.7280629","-122.4372594",103187,83574,84934,"156.6236581"
"Padrecito","mexican","901 Cole St","94117","CA","San Francisco","94117","37.7741958","-122.4477883",127804,300000,78645,"180.6221435"
"Domino's Pizza","pizza","320 Bay Shore Blvd","94124","CA","San Francisco","94124","37.7326749","-122.3958349",116858,92794,80457,"87.76079117"
"Chipotle Mexican Grill","mexican","2675 Geary Blvd","94118","CA","San Francisco","94118","37.7843303","-122.4683869",75731,63551,64992,"314.086381"
"Super Mira Market","intlgrocery","1790 Sutter St","94115","CA","San Francisco","94115","37.7879139","-122.4302666",133389,141923,75434,"208.4480145"
"Gracias Madre","mexican","2211 Mission St","94110","CA","San Francisco","94110","37.7518211","-122.4184134",60022,38568,58147,"496.186648"
"WingSlut","chicken_wings","1355 Market St","94103","CA","San Francisco","94103","37.7794424","-122.4107252",55829,17195,72540,"364.9354786"
"McDonald's","hotdogs","302 Potrero Ave","94110","CA","San Francisco","94110","37.7518211","-122.4184134",60022,38568,58147,"496.186648"
"Popeyes Louisiana Kitchen","hotdogs","1426 Fillmore St","94115","CA","San Francisco","94115","37.7879139","-122.4302666",133389,141923,75434,"208.4480145"
"Nobhill Pizza & Shawarma","pizza","1534 California St","94109","CA","San Francisco","94109","37.798037","-122.4205599",120686,105824,84510,"439.5722336"
"Tony's Cable Car Restaurant","burgers","2500 Geary Blvd","94115","CA","San Francisco","94115","37.7879139","-122.4302666",133389,141923,75434,"208.4480145"
"Cordon Bleu","vietnamese","1574 California St","94109","CA","San Francisco","94109","37.798037","-122.4205599",120686,105824,84510,"439.5722336"
"Panda Digital Kitchen","chinese","92 Charter Oak Ave","94124","CA","San Francisco","94124","37.7326749","-122.3958349",116858,92794,80457,"87.76079117"
"La Corneta Taqueria","mexican","2731 Mission St","94110","CA","San Francisco","94110","37.7518211","-122.4184134",60022,38568,58147,"496.186648"
"Toast Eatery","burgers","1748 Church St","94131","CA","San Francisco","94131","37.7450518","-122.4266975",109114,94516,81608,"146.684769"
"Papalote Mexican Grill","mexican","3409 24th St","94110","CA","San Francisco","94110","37.7518211","-122.4184134",60022,38568,58147,"496.186648"
"Automat","bakeries","1801 McAllister St","94115","CA","San Francisco","94115","37.7879139","-122.4302666",133389,141923,75434,"208.4480145"
"DragonEats","vietnamese","520 Gough St","94102","CA","San Francisco","94102","37.7870223","-122.412097",35063,21830,34530,"596.3552798"
"El Castillito","mexican","136 Church St","94114","CA","San Francisco","94114","37.7648873","-122.4394973",119299,300000,78740,"124.3604038"
"Papalote Mexican Grill","mexican","1777 Fulton St","94117","CA","San Francisco","94117","37.7741958","-122.4477883",127804,300000,78645,"180.6221435"
